Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency
cs2.exe,40188,0x805E6D5A60,DXGI,0,0,0,Composed: Flip,1286.3510,22.1623,22.0322,0.1301,21.7638,3.1649,2.7617,0.4032,26.7719,25.0005,1.1754,1286.3510,NA,NA,NA
cs2.exe,40188,0x805E6D5A60,DXGI,0,0,0,Composed: Flip,1308.5133,22.5888,22.4681,0.1207,22.1025,2.9696,2.6840,0.2856,29.6101,20.8371,-2.8382,1308.5133,NA,NA,NA
cs2.exe,40188,0x805E6D5A60,DXGI,0,0,0,Composed: Flip,1331.1021,22.1920,22.0833,0.1087,21.8766,2.8900,2.6707,0.2193,27.8584,20.8359,1.7517,1331.1021,NA,NA,NA
cs2.exe,40188,0x805E6D5A60,DXGI,0,0,0,Composed: Flip,1353.2941,21.3902,21.2677,0.1225,20.9994,2.9215,2.6283,0.2932,26.5023,25.0190,1.3561,1353.2941,NA,NA,NA
cs2.exe,40188,0x805E6D5A60,DXGI,0,0,0,Composed: Flip,1374.6843,22.6159,22.4937,0.1222,22.2013,2.9358,2.6381,0.2977,30.1311,20.8256,-3.6288,1374.6843,NA,NA,NA
cs2.exe,40188,0x805E6D5A60,DXGI,0,0,0,Composed: Flip,1397.3002,22.1501,21.9995,0.1506,21.6992,2.9383,2.6580,0.2803,28.3408,20.8307,1.7903,1397.3002,NA,NA,NA
cs2.exe,40188,0x805E6D5A60,DXGI,0,0,0,Composed: Flip,1419.4503,22.5610,22.4330,0.1280,22.1013,2.8692,2.6458,0.2234,27.0214,25.0124,1.3194,1419.4503,NA,NA,NA
cs2.exe,40188,0x805E6D5A60,DXGI,0,0,0,Composed: Flip,1442.0113,22.7810,22.6267,0.1543,22.1456,3.1942,2.6385,0.5557,29.4728,25.0103,-2.4514,1442.0113,NA,NA,NA
cs2.exe,40188,0x805E6D5A60,DXGI,0,0,0,Composed: Flip,1464.7923,22.6084,22.4962,0.1122,22.2368,2.9617,2.6395,0.3222,31.7021,20.8668,-2.2293,1464.7923,NA,NA,NA
cs2.exe,40188,0x805E6D5A60,DXGI,0,0,0,Composed: Flip,1487.4007,23.0150,22.8581,0.1569,22.5833,3.0356,2.6732,0.3624,29.9605,20.7973,1.7416,1487.4007,NA,NA,NA
cs2.exe,40188,0x805E6D5A60,DXGI,0,0,0,Composed: Flip,1510.4157,22.5755,22.4137,0.1618,22.1201,3.4482,3.1732,0.2750,27.7428,25.0285,2.2177,1510.4157,NA,NA,NA
cs2.exe,40188,0x805E6D5A60,DXGI,0,0,0,Composed: Flip,1532.9912,23.2187,23.0177,0.2010,22.9591,3.1863,2.6951,0.4912,30.1958,25.0150,-2.4530,1532.9912,NA,NA,NA
cs2.exe,40188,0x805E6D5A60,DXGI,0,0,0,Composed: Flip,1556.2099,24.0524,23.8133,0.2391,23.2794,3.5423,2.7662,0.7761,31.9921,25.0081,-1.7963,1556.2099,NA,NA,NA
cs2.exe,40188,0x805E6D5A60,DXGI,0,0,0,Composed: Flip,1580.2623,25.0980,24.8594,0.2386,24.4695,3.7100,2.7112,0.9988,32.9478,20.8320,-0.9557,1580.2623,NA,NA,NA
cs2.exe,40188,0x805E6D5A60,DXGI,0,0,0,Composed: Flip,1605.3603,23.2139,22.9742,0.2397,22.2845,3.7515,2.7685,0.9830,28.6818,25.0229,4.2660,1605.3603,NA,NA,NA
cs2.exe,40188,0x805E6D5A60,DXGI,0,0,0,Composed: Flip,1628.5742,24.8005,24.5651,0.2354,23.9654,3.5588,2.7291,0.8297,30.4908,24.9866,-1.8090,1628.5742,NA,NA,NA
